N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,8755,0,0.17243713546779904,0.10115983999999874,0.394,0.1658,0.09867053061224258,0.0441364897959187,0.4461329520169833,0.7042064429003302
150000,5000,6166,0,0.09405677031437554,0.10100535999999859,0.4215,0.1846,0.09948432653060953,0.06779240816326569,0.20963646063011082,2.3612860556937583
150000,5000,7528,0,0.1534500310707898,0.09771911999999813,0.3974,0.1006,0.09510318367346701,0.04833453061224391,0.2636148999243441,4.211962473289305
150000,5000,8896,0,0.10167923133764611,0.1078251999999987,0.3982,0.1654,0.10351444897958975,0.07232914285714231,0.6024566885478779,3.5095038652729564
150000,5000,9617,0,0.14354504970049498,0.10382823999999787,0.4203,0.1356,0.10019395918367065,0.05532979591836637,0.2484138462227509,3.028435517297789
150000,5000,6607,0,0.09870222708622545,0.09481695999999852,0.4007,0.1468,0.09299714285713985,0.0625651428571429,0.14498970776656125,3.326601685320573
150000,5000,6828,0,0.09785316266530053,0.10035711999999858,0.4093,0.1785,0.09484595918367104,0.07008840816326595,0.1390914677007455,2.7778747402011743
150000,5000,5981,0,0.10517557698852009,0.09787719999999801,0.4112,0.181,0.09973583673469122,0.05876008163265287,0.3167211143450933,1.6626418582470865
150000,5000,8272,0,0.14173115935473213,0.09706615999999885,0.3907,0.1419,0.09597428571428313,0.04996000000000082,0.36757294043326105,2.11155488686858
150000,5000,12374,0,0.37583480401451697,0.10395599999999852,0.3801,0.0,0.09432195918367145,0.0,0.40865526597667484,nan
150000,5000,8189,0,0.13610431283765834,0.10130031999999871,0.403,0.1185,0.09761012244897763,0.05644775510204083,0.3111431787275506,4.146652149557449
150000,5000,6251,0,0.08313340221679033,0.09914895999999823,0.3896,0.1806,0.09611951020407915,0.07173861224489861,0.3850751168706403,2.852902120942418
150000,5000,9176,0,0.1977900627976662,0.10247471999999858,0.3822,0.1133,0.0962983673469366,0.0409648163265317,0.4711572404546072,2.2656737830553557
150000,5000,5886,0,0.11238478368104787,0.09912935999999858,0.4035,0.1527,0.0968778775510174,0.06132048979591833,0.2764279769090252,2.9233053093133585
150000,5000,9663,0,0.20319642696204854,0.09569687999999878,0.3635,0.1558,0.0909544489795899,0.03579395918367378,0.44258571881369263,0.10638369533073465
150000,5000,10028,0,0.13189368996607653,0.10044775999999923,0.3896,0.1495,0.10024644897958984,0.053830448979591924,0.5589500506164571,2.2427918202518438
150000,5000,8395,0,0.32920328319851544,0.10065399999999856,0.4067,0.0001,0.10158824489795643,4e-06,0.435538007416925,-1.1027964465679785
150000,5000,7450,0,0.13516396059772362,0.10477975999999845,0.4161,0.144,0.10157183673469167,0.05808318367347019,0.3422688037150758,2.9521191346870244
150000,5000,8453,0,0.19465727076799855,0.09989223999999852,0.3881,0.1539,0.09484889795918142,0.03982987755102053,0.3469859917583297,0.5827940633958235
150000,5000,6564,0,0.17067746758406432,0.09947311999999825,0.3942,0.1364,0.09634310204081376,0.04459289795918449,0.3471323243597083,1.6991443917823676
150000,5000,7331,0,0.23041781577047127,0.09899567999999868,0.3897,0.0941,0.09631763265305877,0.027518857142857,0.3923811147595612,1.1327633362384493
150000,5000,6777,0,0.11001102834461007,0.10153399999999846,0.3978,0.1546,0.0976919999999973,0.06512465306122409,0.3664898286112087,3.245869357720588
150000,5000,7530,0,0.1070042734876474,0.0998963999999982,0.4024,0.1472,0.0976885714285691,0.06347983673469423,0.3202711395285578,3.409497514927426
150000,5000,5286,0,0.10805175524716759,0.09416511999999838,0.4037,0.1589,0.0939207346938749,0.05767942857142867,0.15423418632922442,2.290984418661474
150000,5000,10396,0,0.28439880962396036,0.09709215999999854,0.3887,0.1085,0.09410522448979336,0.014084326530612257,0.30938941796391495,-1.5305697094952435
150000,5000,4440,0,0.05882486497088646,0.09479279999999911,0.3998,0.2191,0.09201673469387467,0.0765033469387757,0.11331221817104342,2.065537794022228
150000,5000,12757,0,0.2738911061894719,0.10284359999999865,0.3902,0.04259999999999999,0.09853167346938554,0.01870857142857137,0.48032090706237596,3.5205024025190985
150000,5000,12312,0,0.3679805415453309,0.10320999999999872,0.3912,0.0001,0.09536391836734476,4e-06,0.33680899081718063,-1.1027964465679785
150000,5000,8670,0,0.21879200237560503,0.0988028799999991,0.3783,0.0952,0.09412261224489571,0.03253657142857206,0.41938477783557293,1.9404410205412876
150000,5000,5576,0,0.08838851582052809,0.09863791999999857,0.4145,0.2283,0.09699518367346688,0.06823893877551006,0.1764874188623522,1.2409741445935827
150000,5000,9860,0,0.33759771320897036,0.10161719999999869,0.3835,0.0055,0.0982322448979566,0.0024130612244897924,0.5399116657049795,3.349003379897234
150000,5000,10570,0,0.21172091641753854,0.09809575999999844,0.3835,0.0996,0.09439861224489568,0.03323281632653013,0.37582725705952036,1.8079617253311906
150000,5000,5324,0,0.11973683739381513,0.10083439999999869,0.4085,0.1858,0.10153453061224205,0.057004163265305996,0.41531373509977576,1.3701904322849312
150000,5000,4275,0,0.0986220758478965,0.09962815999999852,0.4161,0.205,0.09766873469387492,0.06581355102040817,0.18828928567461953,1.60394557657683
150000,5000,9007,0,0.26255579448714994,0.09958975999999853,0.3859,0.1522,0.09518448979591627,0.02115395918367343,0.38412858380104103,-1.3814045777577135
150000,5000,8613,0,0.14746511875594515,0.10438671999999838,0.4098,0.1553,0.10036636734693585,0.054746530612244805,0.3555790609524291,2.119216745520964
150000,5000,7113,0,0.1359923168269993,0.1006251199999983,0.4069,0.1417,0.10014775510203863,0.05291820408163419,0.37541082869037046,2.4618767551371614
150000,5000,9234,0,0.11953986479319412,0.09942151999999871,0.3924,0.1473,0.09555771428571189,0.060822040816327555,0.3326797734478814,3.108931465522752
150000,5000,7501,0,0.15515414788464865,0.09889359999999822,0.4,0.1403,0.09810334693877315,0.04655240816326598,0.3612005162050125,1.7792210468483953
150000,5000,8549,0,0.12058045060338618,0.1030098399999984,0.4179,0.1268,0.10339314285714063,0.058288897959183655,0.39655273809474534,3.8743768157586085
150000,5000,10047,0,0.1903297916401947,0.09432439999999837,0.3988,0.1027,0.09256742857142608,0.03575273469387751,0.14545222725471132,2.045028102959135
150000,5000,8412,0,0.26571403749412237,0.10342223999999801,0.3969,0.0856,0.09892702040816106,0.02107085714285738,0.42670733425810065,0.3748096489753786
